Issue Type,Epic,Summary,Description,Acceptance Criteria,Story Points,Labels,Dependencies,Parent
Sub-task,DevOps/Infra,OPS-09 subtask: [NEW] Infra: verification step (local run and/or CI check),[NEW] Infra: verification step (local run and/or CI check),,,devops;foundation;phase1;subtask,,OPS-09: Define per-environment application.yml profiles
Story,Test Infrastructure,TST-01: Extend the Testcontainers base infrastructure for new modules,"As a backend engineer, I want have `TestInfrastructure` provide Postgres + LocalStack containers usable by every module's `integrationTest`, not just `booking`'s, so that as `ai`/`payments`/`whitelabel`/`ads`/`compliance` move from stub to real modules, each gets the same Testcontainers foundation `BookingEndToEndIT` already established.

PRD reference(s): testing-strategy skill (End-to-end tier)
Module(s)/Screen(s): Infra (test)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Extends the existing reference `TestInfrastructure.java` to cover the LocalStack services OPS-01 adds.","- Given a new module's `integrationTest` extends the shared base, when it runs, then it gets a real Postgres + LocalStack (S3/Secrets Manager/KMS as needed) without redefining container setup.",5,backend;testing;foundation;phase1,OPS-01,
Sub-task,Test Infrastructure,TST-01 subtask: [NEW] Test infra: `TestInfrastructure` extended with S3/Secrets Manager/KMS LocalStack containers,[NEW] Test infra: `TestInfrastructure` extended with S3/Secrets Manager/KMS LocalStack containers,,,backend;testing;foundation;phase1;subtask,,TST-01: Extend the Testcontainers base infrastructure for new modules
Sub-task,Test Infrastructure,TST-01 subtask: [NEW] Test infra: sample test exercising the new harness,[NEW] Test infra: sample test exercising the new harness,,,backend;testing;foundation;phase1;subtask,,TST-01: Extend the Testcontainers base infrastructure for new modules
Sub-task,Test Infrastructure,TST-01 subtask: [NEW] Test infra: CI wiring / gradle-or-npm script update,[NEW] Test infra: CI wiring / gradle-or-npm script update,,,backend;testing;foundation;phase1;subtask,,TST-01: Extend the Testcontainers base infrastructure for new modules
Story,Test Infrastructure,TST-02: Extend ModularityTests coverage as stub modules become real,"As a backend engineer, I want have `ModularityTests.moduleBoundariesAreRespected()` continue passing as `ai`/`payments`/`whitelabel`/`ads`/`compliance` gain real code, so that the module-boundary enforcement mechanism doesn't silently stop covering a module just because it moved past package-info-only stub status.

PRD reference(s): backend-spring-modulith skill (Verifying boundaries)
Module(s)/Screen(s): Infra (test)
Testing tier(s): unit
Story points reasoning: `ApplicationModules.of(...)` already scans the full application context — this story is verifying/documenting that no manual step is needed, plus a regression test.","- Given any module gains its first real `internal/` class, when `./gradlew check` runs, then `ApplicationModules.verify()` includes that module in its boundary check with no manual test-list update required.",3,backend;testing;foundation;phase1,TST-01,
Sub-task,Test Infrastructure,TST-02 subtask: [EXTEND] Backend: regression test confirming `ApplicationModules.verify()` auto-includes newly-real modules,[EXTEND] Backend: regression test confirming `ApplicationModules.verify()` auto-includes newly-real modules,,,backend;testing;foundation;phase1;subtask,,TST-02: Extend ModularityTests coverage as stub modules become real
Sub-task,Test Infrastructure,TST-02 subtask: [NEW] Backend: CI assertion — a deliberately-introduced cross-module `.internal` import fails the build,[NEW] Backend: CI assertion — a deliberately-introduced cross-module `.internal` import fails the build,,,backend;testing;foundation;phase1;subtask,,TST-02: Extend ModularityTests coverage as stub modules become real
Story,Test Infrastructure,TST-03: Scaffold Playwright e2e specs for Flow B and Flow C journeys,"As a QA/frontend engineer, I want have e2e coverage for Package creation (Flow B) and Direct Booking (Flow C), not just the existing Flow A search spec, so that PRD §9.1's three flows are all covered per testing-strategy's 'reserve e2e for journeys' guidance — currently only `search-flow.spec.ts` exists.

PRD reference(s): §9.1 Flow B; §9.1 Flow C; testing-strategy skill (Frontend e2e tier)
Module(s)/Screen(s): Infra (test)
Testing tier(s): e2e
Story points reasoning: Two new Playwright specs following `search-flow.spec.ts`'s established pattern.","- Given `npm run test:e2e` is run, when the suite executes, then it includes a Flow B spec (itinerary→quotation→package→publish) and a Flow C spec (search/select package→traveler details→payment→confirmation) alongside the existing Flow A spec.",5,frontend;testing;foundation;phase1,"BOK-11, BOK-13",
Sub-task,Test Infrastructure,TST-03 subtask: [NEW] Test infra: `e2e/package-creation-flow.spec.ts` and `e2e/direct-booking-flow.spec.ts`,[NEW] Test infra: `e2e/package-creation-flow.spec.ts` and `e2e/direct-booking-flow.spec.ts`,,,frontend;testing;foundation;phase1;subtask,,TST-03: Scaffold Playwright e2e specs for Flow B and Flow C journeys
Sub-task,Test Infrastructure,TST-03 subtask: [NEW] Test infra: sample test exercising the new harness,[NEW] Test infra: sample test exercising the new harness,,,frontend;testing;foundation;phase1;subtask,,TST-03: Scaffold Playwright e2e specs for Flow B and Flow C journeys
Sub-task,Test Infrastructure,TST-03 subtask: [NEW] Test infra: CI wiring / gradle-or-npm script update,[NEW] Test infra: CI wiring / gradle-or-npm script update,,,frontend;testing;foundation;phase1;subtask,,TST-03: Scaffold Playwright e2e specs for Flow B and Flow C journeys
Story,Test Infrastructure,TST-04: Wire MSW into the frontend test setup for realistic API mocking,"As a frontend engineer, I want have `src/test/setup.ts` intercept `apiClient` calls via MSW instead of mocking hook functions directly, so that tests exercise the real request/response shape once features start making real `apiClient` calls, per testing-strategy's explicit note that `msw` is installed but unwired.

PRD reference(s): testing-strategy skill (Frontend tiers, MSW note); §7.1 (RULES.md, React Query reconciliation)
Module(s)/Screen(s): Infra (test)
Testing tier(s): component test
Story points reasoning: Wires an already-installed dependency; the risk is in migrating existing mocked-hook tests to the new pattern without regressing coverage.","- Given a component test needs a server response, when it runs, then MSW intercepts the `apiClient` HTTP call and returns the configured response — no `apiClient` function itself is mocked.",5,frontend;testing;foundation;phase1,FES-08,
Sub-task,Test Infrastructure,"TST-04 subtask: [NEW] Test infra: MSW server registered in `src/test/setup.ts`, existing search-dashboard tests migrated to MSW handlers","[NEW] Test infra: MSW server registered in `src/test/setup.ts`, existing search-dashboard tests migrated to MSW handlers",,,frontend;testing;foundation;phase1;subtask,,TST-04: Wire MSW into the frontend test setup for realistic API mocking
Sub-task,Test Infrastructure,TST-04 subtask: [NEW] Test infra: sample test exercising the new harness,[NEW] Test infra: sample test exercising the new harness,,,frontend;testing;foundation;phase1;subtask,,TST-04: Wire MSW into the frontend test setup for realistic API mocking
Sub-task,Test Infrastructure,TST-04 subtask: [NEW] Test infra: CI wiring / gradle-or-npm script update,[NEW] Test infra: CI wiring / gradle-or-npm script update,,,frontend;testing;foundation;phase1;subtask,,TST-04: Wire MSW into the frontend test setup for realistic API mocking
Story,Test Infrastructure,TST-05: Raise Vitest coverage thresholds as real feature coverage grows,"As a frontend engineer, I want have the coverage gate ratchet upward from the current scaffold-stage floor (70% lines/functions/statements, 60% branches), so that the coverage gate stays a meaningful floor rather than a permanently-loose scaffold artifact, per testing-strategy's explicit 'raise as real feature coverage grows' guidance.

PRD reference(s): testing-strategy skill (Frontend tiers, coverage thresholds)
Module(s)/Screen(s): Infra (test)
Testing tier(s): component test
Story points reasoning: Small, periodic config change — the story is establishing the review checkpoint/process, not a one-time number bump.","- Given real feature coverage in `src/features/` exceeds the current threshold by a defined margin, when the threshold-review checkpoint is reached, then `vite.config.ts`'s coverage thresholds are raised to match, not left at the scaffold-stage floor indefinitely.",2,frontend;testing;foundation;phase1,TST-04,
Sub-task,Test Infrastructure,TST-05 subtask: [EXTEND] Frontend: `vite.config.ts` coverage thresholds raised,[EXTEND] Frontend: `vite.config.ts` coverage thresholds raised,,,frontend;testing;foundation;phase1;subtask,,TST-05: Raise Vitest coverage thresholds as real feature coverage grows
Sub-task,Test Infrastructure,TST-05 subtask: [NEW] Frontend: coverage-threshold review noted in the release checklist,[NEW] Frontend: coverage-threshold review noted in the release checklist,,,frontend;testing;foundation;phase1;subtask,,TST-05: Raise Vitest coverage thresholds as real feature coverage grows
Story,Test Infrastructure,TST-06: Separate supplier sandbox-vs-production fixtures in CI,"As a QA/backend engineer, I want have supplier integration tests run against both sandbox and production-shaped fixtures, flagged separately, so that PRD §23.2 Edge Case #4 and T19/T20 are protected against regressions — sandbox and production supplier environments are documented to behave differently (Hotelbeds/TBO specifically).

PRD reference(s): §23.2 Edge Case #4; §25 T19/T20; testing-strategy skill (Supplier integration tests)
Module(s)/Screen(s): supplier (test infra)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Test-fixture separation + CI job structure; the actual production fixtures are stubbed/synthetic in MVP (real production access is Phase 2's SUP epic).","- Given a supplier client's `integrationTest` suite runs in CI, when results are reported, then sandbox-fixture and production-fixture-shaped test runs are reported as two distinct, separately-flagged CI jobs, not assumed equivalent.",5,backend;testing;foundation;supplier;phase1,TST-01,
Sub-task,Test Infrastructure,TST-06 subtask: [NEW] Backend: sandbox-shaped and production-shaped fixture sets per supplier client,[NEW] Backend: sandbox-shaped and production-shaped fixture sets per supplier client,,,backend;testing;foundation;supplier;phase1;subtask,,TST-06: Separate supplier sandbox-vs-production fixtures in CI
Sub-task,Test Infrastructure,"TST-06 subtask: [NEW] Backend: CI job split — sandbox-fixture run vs. production-fixture-shaped run, separately flagged","[NEW] Backend: CI job split — sandbox-fixture run vs. production-fixture-shaped run, separately flagged",,,backend;testing;foundation;supplier;phase1;subtask,,TST-06: Separate supplier sandbox-vs-production fixtures in CI
